@relation 'CS_DOMINGO_TST-weka.filters.unsupervised.attribute.NumericToNominal-R2-10,20-22,43'

@attribute DURATION_MAX numeric
@attribute STARTHOUR_1 {0,1}
@attribute STARTHOUR_2 {0,1}
@attribute STARTHOUR_3 {0,1}
@attribute STARTHOUR_4 {0,1}
@attribute STARTHOUR_5 {0,1}
@attribute STARTHOUR_6 {0,1}
@attribute TURNO_1 {0,1}
@attribute TURNO_2 {0,1}
@attribute TURNO_3 {0,1}
@attribute DURATION numeric
@attribute CCOUNT numeric
@attribute CMINPRICE numeric
@attribute CMAXPRICE numeric
@attribute CSUMPRICE numeric
@attribute BCOUNT numeric
@attribute BMINPRICE numeric
@attribute BMAXPRICE numeric
@attribute BSUMPRICE numeric
@attribute BSTEP {0.375,0.5,0.625,0.75,0.875,1}
@attribute ONLINESTATUS_1 {0,1}
@attribute AVAILABILITY_1 {0,1}
@attribute QTD_SESSION numeric
@attribute MIN_STARTHOUR numeric
@attribute MIN_CCOUNT numeric
@attribute MAX_CCOUNT numeric
@attribute MIN_CMAXPRICE numeric
@attribute MAX_CMAXPRICE numeric
@attribute MIN_CMINPRICE numeric
@attribute MAX_CMINPRICE numeric
@attribute MIN_CSUMPRICE numeric
@attribute MAX_CSUMPRICE numeric
@attribute MIN_BCOUNT numeric
@attribute MAX_BCOUNT numeric
@attribute MIN_BMINPRICE numeric
@attribute MAX_BMINPRICE numeric
@attribute MIN_BMAXPRICE numeric
@attribute MAX_BMAXPRICE numeric
@attribute MIN_BSUMPRICE numeric
@attribute MAX_BSUMPRICE numeric
@attribute MIN_BSTEP numeric
@attribute MAX_BSTEP numeric
@attribute CLASSE_1 {0,1}

@data
0.35146,1,0,1,0,1,0,1,0,0,0.35146,0.341667,0.575,0.416958,0.359568,0.375,0.517857,0.45,0.404412,0.5,0,0,0.375,0.541667,0.325,0.341667,0.472561,0.415493,0.625,0.514706,0.375,0.358251,0,0.375,0.556818,0.477941,0.511364,0.443182,0.511364,0.397831,0,0.4375,0
1,1,0,1,1,0,0,1,0,0,1,0.758333,0.36,0.399476,0.522222,0.75,0.364286,0.425,0.477941,1,0,0,0.732143,0.625,0.775,0.758333,0.426829,0.397887,0.369048,0.356618,0.45,0.521712,0,0.75,0.361364,0.369118,0.371212,0.420455,0.371212,0.454909,0,0.6875,1
0.420985,1,0,0,1,1,0,1,0,0,0.420985,0.458333,0.475,0.854021,0.66821,0.5,0.446429,1,0.816176,0.875,0,0,0.482143,0.583333,0.375,0.458333,1,0.855634,0.505952,1,0.746622,0.668424,0,0.5,0.465909,1,1,1,1,0.717466,0,0.625,0
0.482482,1,1,1,0,0,0,1,0,0,0.482482,0.441667,0.525,0.469406,0.405864,0.375,0.625,0.525,0.448529,0.875,0,0,0.589286,0.666667,0.625,0.441667,0.564024,0.46831,0.565476,0.477941,0.476351,0.404777,0,0.375,0.693182,0.566176,0.625,0.511364,0.625,0.432078,0,0.625,0
0.491058,1,0,0,1,0,1,1,0,0,0.491058,0.458333,0.345,0.36451,0.373765,0.75,0.353571,0.375,0.391176,1,0,0,0.767857,0.708333,0.375,0.458333,0.332317,0.362676,0.35119,0.345588,0.346622,0.372519,0,0.75,0.347727,0.342647,0.337121,0.375,0.337121,0.387557,0,0.6875,1
0.353467,0,1,0,1,0,1,0,0,1,0.353467,0.325,0.325,0.329545,0.344136,0.25,0.339286,0.325,0.330882,1,0,0,0.375,0.208333,0.275,0.325,0.320122,0.327465,0.327381,0.330882,0.341216,0.342742,0,0.25,0.329545,0.330882,0.32197,0.329545,0.32197,0.340753,0,0.6875,1
0.779197,1,1,0,0,0,1,0,1,0,0.779197,0.358333,0.55,0.408217,0.371914,0.375,0.5,0.4375,0.397059,1,0,0,0.589286,0.416667,0.375,0.358333,0.457317,0.40669,0.595238,0.496324,0.402027,0.370658,0,0.375,0.534091,0.463235,0.492424,0.431818,0.492424,0.392123,0,0.6875,1
0.349635,1,0,1,0,1,0,1,0,0,0.349635,0.341667,0.825,0.504371,0.375,0.375,0.696429,0.575,0.477941,0.375,1,1,0.410714,0.541667,0.325,0.375,0.625,0.625,0.922619,0.698529,0.408784,0.466501,0,0.625,0.784091,0.625,0.700758,0.713636,0.700758,0.796233,0,0.375,0
0.859854,1,1,1,0,0,0,1,0,0,0.859854,1,0.35,0.434441,0.761728,0.875,0.442857,0.475,0.623529,1,0,0,0.839286,0.666667,1,1,0.442073,0.433099,0.357143,0.367647,0.90473,0.762407,0,0.875,0.461364,0.448529,0.473485,0.465909,0.473485,0.567922,0,0.6875,1
0.351277,1,1,0,0,0,1,0,1,0,0.351277,0.358333,1,1,0.529321,0.5,1,1,1,0.375,1,1,0.375,0.416667,0.325,0.358333,0.320122,1,0.327381,1,0.341216,0.528846,0,0.5,0.329545,1,0.32197,1,0.32197,1,0,0.375,0
0.449818,1,1,0,1,0,0,1,0,0,0.449818,0.408333,0.4,0.355769,0.367284,0.375,0.392857,0.3625,0.352941,0.5,0,1,0.410714,0.5,0.525,0.408333,0.365854,0.353873,0.416667,0.386029,0.391892,0.366005,0,0.375,0.397727,0.375,0.378788,0.363636,0.378788,0.357877,0,0.4375,0
0.882482,1,1,0,1,0,0,1,0,0,0.882482,0.691667,0.375,0.381993,0.462654,1,0.375,0.4,0.516176,1,0,0,1,0.5,0.375,0.691667,0.411585,0.380282,0.386905,0.441176,0.381757,0.461849,0,1,0.375,0.419118,0.435606,0.397727,0.435606,0.484589,0,0.6875,1
0.453285,1,0,0,1,1,0,1,0,0,0.453285,0.691667,0.4,0.361014,0.458025,0.5,0.392857,0.37,0.379412,0.5,0,0,0.446429,0.583333,1,0.691667,0.375,0.359155,0.416667,0.386029,0.519595,0.457196,0,0.5,0.397727,0.375,0.378788,0.370455,0.378788,0.378425,0,0.5,0
0.625,1,1,1,0,0,0,1,0,0,0.625,0.791667,0.375,0.390734,0.448148,0.5,0.446429,0.4125,0.426471,0.375,1,1,0.375,0.666667,0.925,0.791667,0.411585,0.389085,0.386905,0.367647,0.514865,0.44727,0,0.5,0.465909,0.419118,0.435606,0.409091,0.435606,0.414954,0,0.375,0
0.42792,1,0,1,1,0,0,1,0,0,0.42792,0.358333,1,1,1,0.375,1,1,1,0.875,0,0,0.553571,0.625,0.375,0.358333,1,1,1,1,1,1,0,0.375,1,1,1,1,1,1,0,0.625,0
1,1,0,0,1,0,1,1,0,0,1,1,0.375,0.451923,1,1,0.375,0.4375,0.808824,0.375,0,0,1,0.708333,1,1,0.442073,0.450704,0.386905,0.404412,0.791892,1,0,1,0.375,0.419118,0.435606,0.431818,0.435606,0.711758,0,0.5,1
0.350547,1,0,0,1,0,1,1,0,0,0.350547,0.358333,1,1,0.529321,0.5,1,1,1,0.375,1,1,0.375,0.708333,0.325,0.358333,0.320122,1,0.327381,1,0.341216,0.528846,0,0.5,0.329545,1,0.32197,1,0.32197,1,0,0.375,0
0.587774,0,1,0,1,0,1,0,0,1,0.587774,0.525,1,1,1,0.375,1,1,0.919118,0.5,0,1,0.839286,0.208333,0.875,0.525,1,1,1,1,1,1,0,0.375,1,1,1,1,1,0.797374,0,0.625,0
0.357117,1,0,1,0,0,1,0,1,0,0.357117,0.341667,0.575,0.416958,0.359568,0.375,0.517857,0.45,0.404412,0.625,0,0,0.410714,0.375,0.325,0.341667,0.472561,0.415493,0.625,0.514706,0.375,0.358251,0,0.375,0.556818,0.477941,0.511364,0.443182,0.511364,0.397831,0,0.5,0
0.400912,1,1,1,0,0,0,1,0,0,0.400912,0.391667,0.375,0.36451,0.364198,0.75,0.375,0.375,0.426471,0.375,0,0,0.553571,0.666667,0.325,0.391667,0.381098,0.362676,0.386905,0.404412,0.35473,0.362903,0,0.75,0.375,0.389706,0.397727,0.375,0.397727,0.414954,0,0.4375,1
0.354197,1,1,0,1,0,0,1,0,0,0.354197,0.358333,1,1,0.529321,0.5,1,1,1,0.375,1,1,0.375,0.5,0.325,0.358333,0.320122,1,0.327381,1,0.341216,0.528846,0,0.5,0.329545,1,0.32197,1,0.32197,1,0,0.375,0
0.982117,1,1,1,0,0,0,1,0,0,0.982117,1,0.35,0.469406,0.781481,0.875,0.364286,0.3875,0.432353,1,0,0,1,0.666667,0.825,1,0.442073,0.46831,0.357143,0.422794,0.564865,0.782258,0,0.875,0.361364,0.404412,0.416667,0.386364,0.416667,0.419521,0,0.6875,1
0.353832,1,1,1,0,0,0,1,0,0,0.353832,0.358333,0.6,0.425699,0.378086,0.375,0.535714,0.4625,0.411765,0.625,0,0,0.375,0.666667,0.375,0.358333,0.487805,0.424296,0.654762,0.533088,0.415541,0.376861,0,0.375,0.579545,0.492647,0.530303,0.454545,0.530303,0.403539,0,0.5,0
1,0,0,1,0,1,1,0,0,1,1,1,0.34,0.714161,1,1,0.385714,0.55,1,1,0,0,1,0.083333,1,1,0.375,0.714789,0.345238,0.341912,0.450676,1,0,1,0.388636,0.383824,0.390152,0.534091,0.390152,0.870434,0,0.6875,1
0.432299,1,0,1,1,0,0,1,0,0,0.432299,0.491667,0.41,0.434441,0.428704,0.5,0.4,0.4,0.4,0.5,0,0,0.517857,0.625,0.625,0.491667,0.411585,0.433099,0.428571,0.441176,0.462838,0.42773,0,0.5,0.406818,0.419118,0.435606,0.397727,0.435606,0.394406,0,0.5,0
0.350912,1,0,0,1,1,0,1,0,0,0.350912,0.341667,0.36,0.341783,0.346296,0.375,0.364286,0.3425,0.341176,0.625,0,0,0.375,0.583333,0.325,0.341667,0.341463,0.339789,0.369048,0.356618,0.345946,0.344913,0,0.375,0.361364,0.351471,0.348485,0.345455,0.348485,0.348744,0,0.5,0
0.890146,1,0,0,1,0,1,1,0,0,0.890146,0.725,0.375,0.361014,0.408951,0.75,0.375,0.37,0.417647,0.625,0,0,1,0.708333,0.375,0.725,0.375,0.359155,0.386905,0.397059,0.365541,0.407878,0,0.75,0.375,0.383824,0.390152,0.370455,0.390152,0.408105,0,0.5,0
0.368978,1,1,0,1,0,0,1,0,0,0.368978,0.408333,0.45,0.390734,0.388889,0.5,0.428571,0.4125,0.419118,0.375,1,1,0.375,0.5,0.375,0.408333,0.396341,0.389085,0.47619,0.422794,0.375,0.387717,0,0.5,0.443182,0.404412,0.416667,0.409091,0.416667,0.409247,0,0.375,0
0.576642,1,0,0,0,1,1,0,1,0,0.576642,0.758333,0.365,0.362762,0.422222,0.375,0.375,0.35,0.345588,0.375,0,0,0.553571,0.333333,1,0.758333,0.378049,0.360915,0.375,0.360294,0.512162,0.421216,0,0.375,0.375,0.360294,0.359848,0.352273,0.359848,0.352169,0,0.625,1
1,1,0,1,1,0,0,1,0,0,1,1,0.375,0.451923,1,1,0.392857,0.425,0.817647,1,0,0,0.875,0.625,0.575,1,0.365854,0.450704,0.386905,0.386029,0.381757,1,0,1,0.397727,0.375,0.378788,0.420455,0.378788,0.718607,0,0.6875,1
0.577372,1,0,0,1,0,1,1,0,0,0.577372,0.541667,0.36,0.390734,0.396914,0.5,0.364286,0.37,0.367647,1,0,0,0.839286,0.708333,0.425,0.541667,0.375,0.389085,0.369048,0.397059,0.377703,0.395782,0,0.5,0.361364,0.383824,0.390152,0.370455,0.390152,0.369292,0,0.6875,1
0.421168,1,1,1,0,0,0,1,0,0,0.421168,0.358333,0.425,0.36451,0.356481,0.375,0.410714,0.375,0.360294,0.375,1,1,0.339286,0.666667,0.375,0.358333,0.381098,0.362676,0.446429,0.404412,0.368243,0.355149,0,0.375,0.420455,0.389706,0.397727,0.375,0.397727,0.363584,0,0.375,0
0.351825,1,1,0,0,1,0,0,1,0,0.351825,0.341667,0.575,0.416958,0.359568,0.375,0.517857,0.45,0.404412,0.5,0,0,0.375,0.458333,0.325,0.341667,0.472561,0.415493,0.625,0.514706,0.375,0.358251,0,0.375,0.556818,0.477941,0.511364,0.443182,0.511364,0.397831,0,0.4375,0
0.362409,1,1,1,0,0,0,1,0,0,0.362409,0.375,1,1,0.807099,0.375,1,1,1,0.375,1,1,0.339286,0.666667,0.425,0.375,1,1,1,1,1,0.808002,0,0.375,1,1,1,1,1,0.91153,0,0.375,0
0.400365,1,0,1,0,0,1,0,1,0,0.400365,0.458333,0.41,0.556818,0.459568,0.375,0.410714,0.375,0.360294,0.375,1,1,0.339286,0.375,0.675,0.458333,0.716463,0.556338,0.428571,0.393382,0.593919,0.458747,0,0.375,0.420455,0.389706,0.397727,0.375,0.397727,0.363584,0,0.375,0
0.387956,1,0,1,0,0,1,0,1,0,0.387956,0.591667,0.45,0.451923,0.527778,0.5,0.428571,0.45,0.441176,0.5,0,0,0.410714,0.375,0.725,0.591667,0.396341,0.450704,0.47619,0.422794,0.493243,0.527295,0,0.5,0.443182,0.404412,0.416667,0.443182,0.416667,0.42637,0,0.4375,0
0.490876,1,0,0,1,1,0,1,0,0,0.490876,0.708333,0.4,0.548077,0.595062,0.5,0.446429,0.4125,0.426471,0.625,0,0,0.410714,0.583333,0.825,0.708333,0.442073,0.547535,0.416667,0.422794,0.594595,0.594913,0,0.5,0.465909,0.433824,0.454545,0.409091,0.454545,0.414954,0,0.5,0
0.436314,1,0,0,1,0,1,1,0,0,0.436314,0.458333,0.475,1,1,0.375,0.446429,0.4,0.375,0.375,1,1,0.339286,0.708333,0.675,0.458333,1,1,0.505952,0.441176,1,1,0,0.375,0.465909,0.419118,0.435606,0.397727,0.435606,0.375,0,0.375,0
0.35365,1,1,0,1,0,0,1,0,0,0.35365,0.358333,1,1,0.70216,0.375,1,1,1,0.375,1,1,0.339286,0.5,0.375,0.358333,1,1,1,1,1,0.702543,0,0.375,1,1,1,1,1,1,0,0.375,0
0.841423,1,0,0,1,1,0,1,0,0,0.841423,0.575,0.825,0.679196,1,0.375,0.982143,0.775,0.595588,1,0,0,0.625,0.583333,1,0.575,0.929878,0.679577,0.922619,0.698529,1,1,0,0.375,1,0.860294,1,0.738636,1,0.546233,0,0.6875,1
0.811679,1,0,0,1,0,1,1,0,0,0.811679,0.608333,1,1,1,0.375,1,1,0.963235,0.5,0,0,0.625,0.708333,1,0.608333,1,1,1,1,1,1,0,0.375,1,1,1,1,1,0.831621,0,0.6875,0
1,1,0,1,0,1,0,1,0,0,1,1,0.37,1,1,0.5,0.4,0.4125,0.407353,0.375,0,0,0.910714,0.541667,0.725,1,0.371951,1,0.380952,0.393382,0.444595,1,0,0.5,0.406818,0.380882,0.386364,0.409091,0.386364,0.400114,0,0.625,1
0.366241,0,1,1,0,1,0,0,1,0,0.366241,0.358333,1,0.854021,0.529321,0.375,1,1,0.772059,0.5,0,0,0.375,0.25,0.375,0.358333,1,0.855634,1,1,0.746622,0.528846,0,0.375,1,1,1,1,1,0.683219,0,0.4375,0
0.415693,1,0,0,1,1,0,1,0,0,0.415693,0.375,1,0.854021,0.621914,0.375,1,1,0.772059,0.375,1,1,0.339286,0.583333,0.425,0.375,1,0.855634,1,1,0.949324,0.621898,0,0.375,1,1,1,1,1,0.683219,0,0.375,0
0.433394,1,0,1,1,0,0,1,0,0,0.433394,0.625,0.375,0.381993,0.429321,0.75,0.375,0.4,0.448529,0.375,0,0,0.732143,0.625,0.425,0.625,0.411585,0.380282,0.386905,0.441176,0.402027,0.42835,0,0.75,0.375,0.419118,0.435606,0.397727,0.435606,0.432078,0,0.5,1
0.55292,1,1,0,0,1,0,0,1,0,0.55292,0.375,0.355,0.340035,0.349691,0.375,0.360714,0.34,0.339706,0.5,0,1,0.446429,0.458333,0.425,0.375,0.338415,0.338028,0.363095,0.352941,0.353378,0.348325,0,0.375,0.356818,0.348529,0.344697,0.343182,0.344697,0.347603,0,0.5,0
0.571715,1,0,1,1,0,0,1,0,0,0.571715,1,0.575,1,1,1,1,1,1,0.5,0,1,0.553571,0.625,0.675,1,1,1,0.625,1,1,1,0,1,1,1,1,1,1,1,0,0.4375,0
1,1,0,0,1,1,0,1,0,0,1,0.725,0.365,0.679196,0.759568,0.375,0.8,0.6475,0.520588,0.375,1,1,0.339286,0.583333,1,0.725,0.929878,0.679577,0.375,0.360294,1,0.760236,0,0.375,0.915909,0.710294,0.810606,0.622727,0.810606,0.488014,0,0.375,0
0.374818,1,1,0,0,1,0,0,1,0,0.374818,0.341667,0.325,0.329545,0.344136,0.375,0.339286,0.325,0.330882,0.375,0,0,0.482143,0.458333,0.325,0.341667,0.320122,0.327465,0.327381,0.330882,0.341216,0.342742,0,0.375,0.329545,0.330882,0.32197,0.329545,0.32197,0.340753,0,0.5,1
0.35073,0,0,1,0,1,1,0,0,1,0.35073,0.341667,0.575,0.416958,0.359568,0.375,0.517857,0.45,0.404412,0.5,0,0,0.375,0.083333,0.325,0.341667,0.472561,0.415493,0.625,0.514706,0.375,0.358251,0,0.375,0.556818,0.477941,0.511364,0.443182,0.511364,0.397831,0,0.4375,0
0.362044,1,1,0,0,1,0,0,1,0,0.362044,0.358333,0.725,0.469406,0.393519,0.375,0.625,0.525,0.448529,0.625,0,0,0.375,0.458333,0.375,0.358333,0.564024,0.46831,0.803571,0.625,0.449324,0.39237,0,0.375,0.693182,0.566176,0.625,0.511364,0.625,0.432078,0,0.5,0
0.372628,1,0,1,0,0,1,0,1,0,0.372628,0.425,0.39,0.352273,0.36821,0.5,0.385714,0.3575,0.369118,0.375,1,1,0.375,0.375,0.425,0.425,0.359756,0.350352,0.404762,0.378676,0.367568,0.366935,0,0.5,0.388636,0.369118,0.371212,0.359091,0.371212,0.370434,0,0.375,0
1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0.625,1,1,1,0.5,0,1,1,0.708333,1,1,1,1,1,0.992647,1,1,0,0.625,1,1,1,1,1,1,0,0.5625,0
0.366971,1,0,1,0,1,0,1,0,0,0.366971,0.358333,0.825,0.504371,0.405864,0.375,0.696429,0.575,0.477941,0.625,0,0,0.375,0.541667,0.375,0.358333,0.625,0.503521,0.922619,0.698529,0.476351,0.404777,0,0.375,0.784091,0.625,0.700758,0.556818,0.700758,0.454909,0,0.5,0
0.378832,1,0,1,0,0,1,0,1,0,0.378832,0.475,0.375,0.434441,0.464506,0.625,0.375,0.475,0.522059,0.375,1,1,0.410714,0.375,0.425,0.475,0.35061,0.433099,0.386905,0.367647,0.361486,0.46371,0,0.625,0.375,0.360294,0.359848,0.465909,0.359848,0.489155,0,0.375,0
0.370803,1,1,0,0,0,1,0,1,0,0.370803,0.408333,0.375,0.36451,0.365741,0.5,0.375,0.375,0.375,0.375,1,1,0.375,0.416667,0.375,0.408333,0.35061,0.362676,0.386905,0.367647,0.35473,0.364454,0,0.5,0.375,0.360294,0.359848,0.375,0.359848,0.375,0,0.375,0
0.409124,1,1,0,0,1,0,0,1,0,0.409124,0.391667,1,1,1,0.375,1,1,1,0.625,0,0,0.482143,0.458333,0.475,0.391667,1,1,1,1,1,1,0,0.375,1,1,1,1,1,1,0,0.5,0
0.723358,1,1,0,0,1,0,0,1,0,0.723358,0.508333,0.475,0.399476,0.45216,0.375,0.446429,0.4,0.375,0.625,0,0,0.410714,0.458333,0.675,0.508333,0.411585,0.397887,0.505952,0.441176,0.503378,0.451303,0,0.375,0.465909,0.419118,0.435606,0.397727,0.435606,0.375,0,0.5,0
0.425547,1,0,0,0,1,1,0,1,0,0.425547,0.408333,0.39,0.352273,0.364198,0.5,0.385714,0.3575,0.369118,0.375,1,1,0.517857,0.333333,0.425,0.408333,0.359756,0.350352,0.404762,0.378676,0.367568,0.362903,0,0.5,0.388636,0.369118,0.371212,0.359091,0.371212,0.370434,0,0.5625,0
0.457847,1,0,1,1,0,0,1,0,0,0.457847,0.791667,0.375,0.361014,0.450926,1,0.375,0.37,0.502941,1,0,0,0.910714,0.625,0.625,0.791667,0.35061,0.359155,0.386905,0.367647,0.388514,0.450062,0,1,0.375,0.360294,0.359848,0.370455,0.359848,0.474315,0,0.6875,1
0.385036,1,0,1,0,1,0,1,0,0,0.385036,0.441667,0.385,0.416958,0.428704,0.5,0.382143,0.45,0.422059,0.375,1,1,0.375,0.541667,0.525,0.441667,0.472561,0.415493,0.39881,0.514706,0.510135,0.42773,0,0.5,0.384091,0.477941,0.511364,0.443182,0.511364,0.41153,0,0.375,0
0.383394,1,0,1,0,1,0,1,0,0,0.383394,0.358333,1,1,0.652778,0.375,1,1,1,1,0,0,0.517857,0.541667,0.375,0.358333,1,1,1,1,1,0.652916,0,0.375,1,1,1,1,1,0.91153,0,0.6875,1
0.465511,1,1,1,0,0,0,1,0,0,0.465511,0.325,0.325,0.329545,0.344136,0.25,0.339286,0.325,0.330882,0.375,0,0,0.589286,0.666667,0.275,0.325,0.320122,0.327465,0.327381,0.330882,0.341216,0.342742,0,0.25,0.329545,0.330882,0.32197,0.329545,0.32197,0.340753,0,0.5625,0
1,1,1,0,0,1,0,0,1,0,1,0.808333,0.375,0.361014,0.450926,0.875,0.375,0.3625,0.411765,0.375,1,1,0.553571,0.458333,0.475,0.808333,0.365854,0.359155,0.386905,0.386029,0.381757,0.450062,0,0.875,0.375,0.375,0.378788,0.363636,0.378788,0.403539,0,0.4375,0
0.367701,1,1,0,1,0,0,1,0,0,0.367701,0.341667,0.575,0.416958,0.359568,0.375,0.517857,0.45,0.404412,1,0,0,0.517857,0.5,0.325,0.341667,0.472561,0.415493,0.625,0.514706,0.375,0.358251,0,0.375,0.556818,0.477941,0.511364,0.443182,0.511364,0.397831,0,0.6875,0
0.349635,1,0,0,1,1,0,1,0,0,0.349635,0.341667,1,0.625,0.396296,0.375,0.942857,0.7475,0.579412,0.375,1,1,0.410714,0.583333,0.325,0.375,0.835366,0.625,0.922619,0.952206,0.455405,0.466501,0,0.625,0.784091,0.827941,0.962121,0.713636,0.962121,0.796233,0,0.375,0
0.352007,1,0,1,0,1,0,1,0,0,0.352007,0.358333,0.39,0.352273,0.35216,0.375,0.385714,0.3575,0.35,0.375,1,1,0.339286,0.541667,0.375,0.358333,0.359756,0.350352,0.404762,0.378676,0.358784,0.350806,0,0.375,0.388636,0.369118,0.371212,0.359091,0.371212,0.355594,0,0.375,0
0.364964,1,0,0,0,1,1,0,1,0,0.364964,0.391667,0.525,0.399476,0.393519,0.375,0.482143,0.425,0.389706,0.375,1,1,0.339286,0.333333,0.475,0.391667,0.442073,0.397887,0.565476,0.477941,0.449324,0.39237,0,0.375,0.511364,0.448529,0.473485,0.420455,0.473485,0.386416,0,0.375,0
0.435401,1,1,0,1,0,0,1,0,0,0.435401,0.375,1,0.644231,0.510802,0.375,0.982143,0.775,0.595588,0.5,0,1,0.517857,0.5,0.425,0.375,0.868902,0.644366,1,0.992647,0.706081,0.510236,0,0.375,1,0.860294,1,0.738636,1,0.546233,0,0.4375,0
0.837591,1,0,0,1,1,0,1,0,0,0.837591,0.991667,0.375,0.486888,0.625,0.625,0.410714,0.4,0.448529,0.5,0,0,0.625,0.583333,0.775,0.991667,0.411585,0.485915,0.386905,0.367647,0.456081,0.625,0,0.625,0.420455,0.419118,0.435606,0.397727,0.435606,0.432078,0,0.4375,0
0.408577,1,1,1,0,0,0,1,0,0,0.408577,0.458333,0.375,0.381993,0.406481,0.375,0.446429,0.4,0.375,0.5,0,0,0.375,0.666667,0.425,0.458333,0.411585,0.380282,0.386905,0.441176,0.402027,0.405397,0,0.375,0.465909,0.419118,0.435606,0.397727,0.435606,0.375,0,0.4375,0
0.35073,1,0,0,0,1,1,0,1,0,0.35073,0.341667,0.975,0.556818,0.384259,0.375,0.803571,0.65,0.522059,0.5,0,1,0.375,0.333333,0.325,0.341667,0.716463,0.556338,1,0.808824,0.429054,0.383065,0,0.375,0.920455,0.713235,0.814394,0.625,0.814394,0.489155,0,0.4375,0
0.459489,1,0,1,1,0,0,1,0,0,0.459489,0.541667,0.375,0.381993,0.458333,1,0.446429,0.4,0.595588,1,0,0,0.875,0.625,0.325,0.541667,0.411585,0.380282,0.386905,0.441176,0.361486,0.457506,0,1,0.329545,0.419118,0.32197,0.397727,0.32197,0.546233,0,0.6875,1
0.355839,1,0,1,0,1,0,1,0,0,0.355839,0.358333,0.375,0.347028,0.350309,0.375,0.375,0.35,0.345588,0.375,1,1,0.339286,0.541667,0.375,0.358333,0.35061,0.34507,0.386905,0.367647,0.35473,0.348945,0,0.375,0.375,0.360294,0.359848,0.352273,0.359848,0.352169,0,0.375,0
0.371168,1,1,1,0,0,0,1,0,0,0.371168,0.458333,1,1,1,0.375,1,1,1,0.375,1,1,0.339286,0.666667,0.675,0.458333,1,1,1,1,1,1,0,0.375,1,1,1,1,1,1,0,0.375,0
0.378102,1,0,0,1,1,0,1,0,0,0.378102,0.491667,0.375,0.381993,0.407099,0.625,0.375,0.4,0.416176,0.375,1,1,0.410714,0.583333,0.425,0.491667,0.35061,0.380282,0.386905,0.367647,0.361486,0.406017,0,0.625,0.375,0.360294,0.359848,0.397727,0.359848,0.406963,0,0.375,0
0.809672,0,1,0,1,0,1,0,0,1,0.809672,1,0.34,0.36451,0.506481,0.375,0.364286,0.3425,0.341176,0.375,1,1,0.339286,0.208333,1,1,0.381098,0.362676,0.345238,0.341912,0.696622,0.505893,0,0.375,0.361364,0.351471,0.348485,0.345455,0.348485,0.348744,0,0.375,0
0.399453,1,0,0,1,0,1,1,0,0,0.399453,0.375,0.825,0.521853,0.439815,0.375,0.696429,0.575,0.477941,1,0,0,0.446429,0.708333,0.425,0.375,0.655488,0.521127,0.922619,0.698529,0.550676,0.438896,0,0.375,0.784091,0.625,0.700758,0.556818,0.700758,0.454909,0,0.6875,1
0.361496,1,1,1,0,0,0,1,0,0,0.361496,0.341667,0.575,0.416958,0.359568,0.375,0.517857,0.45,0.404412,1,0,0,0.517857,0.666667,0.325,0.341667,0.472561,0.415493,0.625,0.514706,0.375,0.358251,0,0.375,0.556818,0.477941,0.511364,0.443182,0.511364,0.397831,0,0.6875,0
0.393248,1,0,0,1,0,1,1,0,0,0.393248,0.425,0.345,0.36451,0.365123,0.625,0.353571,0.375,0.380882,0.375,0,0,0.553571,0.708333,0.375,0.425,0.332317,0.362676,0.35119,0.345588,0.346622,0.363834,0,0.625,0.347727,0.342647,0.337121,0.375,0.337121,0.379566,0,0.5,1
0.768431,1,1,0,1,0,0,1,0,0,0.768431,1,0.39,0.451923,0.718827,1,0.385714,0.45,0.651471,0.5,0,0,0.767857,0.5,0.675,1,0.390244,0.450704,0.404762,0.378676,0.405405,0.719293,0,1,0.388636,0.369118,0.371212,0.443182,0.371212,0.589612,0,0.5,0
0.409124,1,1,0,1,0,0,1,0,0,0.409124,0.391667,0.4,0.36451,0.364198,0.375,0.392857,0.3625,0.352941,0.625,0,0,0.375,0.5,0.475,0.391667,0.381098,0.362676,0.416667,0.386029,0.385135,0.362903,0,0.375,0.397727,0.375,0.378788,0.363636,0.378788,0.357877,0,0.5,0
0.358942,1,0,1,1,0,0,1,0,0,0.358942,0.341667,0.575,0.416958,0.359568,0.375,0.517857,0.45,0.404412,1,0,0,0.517857,0.625,0.325,0.341667,0.472561,0.415493,0.625,0.514706,0.375,0.358251,0,0.375,0.556818,0.477941,0.511364,0.443182,0.511364,0.397831,0,0.6875,0
0.989234,1,0,0,1,1,0,1,0,0,0.989234,0.641667,0.4,0.408217,0.41358,0.5,0.392857,0.4375,0.419118,0.375,0,0,0.803571,0.583333,0.725,0.641667,0.457317,0.40669,0.416667,0.496324,0.402027,0.412531,0,0.5,0.397727,0.463235,0.492424,0.431818,0.492424,0.409247,0,0.625,1
0.869891,1,1,0,0,0,1,0,1,0,0.869891,0.591667,0.41,0.416958,0.495062,0.75,0.4,0.425,0.502941,0.375,1,1,0.446429,0.416667,0.475,0.591667,0.472561,0.415493,0.428571,0.477941,0.456081,0.494417,0,0.75,0.406818,0.448529,0.473485,0.420455,0.473485,0.474315,0,0.375,0
