@relation 'CS_DOMINGO_TRN-weka.filters.unsupervised.attribute.NumericToNominal-R2-10,20-22,43'

@attribute DURATION_MAX numeric
@attribute STARTHOUR_1 {0,1}
@attribute STARTHOUR_2 {0,1}
@attribute STARTHOUR_3 {0,1}
@attribute STARTHOUR_4 {0,1}
@attribute STARTHOUR_5 {0,1}
@attribute STARTHOUR_6 {0,1}
@attribute TURNO_1 {0,1}
@attribute TURNO_2 {0,1}
@attribute TURNO_3 {0,1}
@attribute DURATION numeric
@attribute CCOUNT numeric
@attribute CMINPRICE numeric
@attribute CMAXPRICE numeric
@attribute CSUMPRICE numeric
@attribute BCOUNT numeric
@attribute BMINPRICE numeric
@attribute BMAXPRICE numeric
@attribute BSUMPRICE numeric
@attribute BSTEP {0.375,0.5,0.625,0.75,0.875,1}
@attribute ONLINESTATUS_1 {0,1}
@attribute AVAILABILITY_1 {0,1}
@attribute QTD_SESSION numeric
@attribute MIN_STARTHOUR numeric
@attribute MIN_CCOUNT numeric
@attribute MAX_CCOUNT numeric
@attribute MIN_CMAXPRICE numeric
@attribute MAX_CMAXPRICE numeric
@attribute MIN_CMINPRICE numeric
@attribute MAX_CMINPRICE numeric
@attribute MIN_CSUMPRICE numeric
@attribute MAX_CSUMPRICE numeric
@attribute MIN_BCOUNT numeric
@attribute MAX_BCOUNT numeric
@attribute MIN_BMINPRICE numeric
@attribute MAX_BMINPRICE numeric
@attribute MIN_BMAXPRICE numeric
@attribute MAX_BMAXPRICE numeric
@attribute MIN_BSUMPRICE numeric
@attribute MAX_BSUMPRICE numeric
@attribute MIN_BSTEP numeric
@attribute MAX_BSTEP numeric
@attribute CLASSE_1 {0,1}

@data
0.45219,1,1,1,0,0,0,1,0,0,0.45219,0.391667,0.44,0.373252,0.374383,0.375,0.428571,0.3875,0.367647,1,0,0,0.767857,0.666667,0.475,0.391667,0.396341,0.371479,0.464286,0.415441,0.407432,0.373139,0,0.375,0.443182,0.404412,0.416667,0.386364,0.416667,0.369292,0,0.6875,1
0.547993,1,0,1,0,1,0,1,0,0,0.547993,0.891667,0.365,0.381993,0.482716,0.5,0.367857,0.35,0.357353,0.625,0,0,0.553571,0.541667,0.925,0.891667,0.35061,0.380282,0.375,0.360294,0.418919,0.48201,0,0.5,0.365909,0.354412,0.352273,0.352273,0.352273,0.361301,0,0.5,0
0.35073,1,1,1,0,0,0,1,0,0,0.35073,0.358333,1,1,0.529321,0.5,1,1,1,0.375,1,1,0.375,0.666667,0.325,0.358333,0.320122,1,0.327381,1,0.341216,0.528846,0,0.5,0.329545,1,0.32197,1,0.32197,1,0,0.375,0
0.716606,1,0,1,1,0,0,1,0,0,0.716606,0.658333,0.35,0.399476,0.478086,0.375,0.375,0.35,0.345588,0.375,1,1,0.339286,0.625,1,0.658333,0.442073,0.397887,0.357143,0.349265,0.634459,0.477357,0,0.375,0.375,0.360294,0.359848,0.352273,0.359848,0.352169,0,0.375,0
0.442336,1,0,0,1,0,1,1,0,0,0.442336,0.758333,0.385,0.469406,0.640432,0.375,0.446429,0.4,0.375,0.375,1,1,0.339286,0.708333,1,0.758333,0.564024,0.46831,0.39881,0.375,0.989865,0.640509,0,0.375,0.465909,0.419118,0.435606,0.397727,0.435606,0.375,0,0.375,0
0.622993,1,0,0,1,1,0,1,0,0,0.622993,0.475,0.525,0.434441,0.435185,0.375,0.517857,0.45,0.404412,1,0,0,0.732143,0.583333,0.725,0.475,0.503049,0.433099,0.565476,0.477941,0.540541,0.434243,0,0.375,0.556818,0.477941,0.511364,0.443182,0.511364,0.397831,0,0.6875,1
0.778832,1,0,0,1,1,0,1,0,0,0.778832,1,0.34,0.378497,0.653395,0.875,0.35,0.3625,0.404412,1,0,0,0.803571,0.583333,0.625,1,0.365854,0.376761,0.345238,0.386029,0.412162,0.653536,0,0.875,0.343182,0.375,0.378788,0.363636,0.378788,0.397831,0,0.6875,1
1,1,1,0,0,0,1,0,1,0,1,0.625,0.415,0.504371,0.641049,1,0.403571,0.575,1,0.375,0,0,1,0.416667,0.325,0.625,0.411585,0.503521,0.434524,0.441176,0.361486,0.641129,0,1,0.411364,0.419118,0.435606,0.556818,0.435606,1,0,0.5625,1
0.884307,0,1,1,0,1,0,0,1,0,0.884307,1,0.375,0.539336,0.986728,1,0.375,0.625,0.970588,0.375,0,0,1,0.25,0.425,1,0.503049,0.538732,0.386905,0.551471,0.462838,0.988524,0,1,0.375,0.507353,0.549242,0.602273,0.549242,0.837329,0,0.625,1
1,1,0,1,1,0,0,1,0,0,1,0.391667,0.35,0.347028,0.350309,0.375,0.357143,0.3375,0.338235,1,0,0,1,0.625,0.375,0.391667,0.335366,0.34507,0.357143,0.349265,0.347973,0.348945,0,0.375,0.352273,0.345588,0.340909,0.340909,0.340909,0.346461,0,0.6875,1
0.80219,1,0,0,1,0,1,1,0,0,0.80219,1,0.375,0.373252,0.625,0.375,0.410714,0.375,0.360294,0.875,0,0,0.482143,0.708333,1,1,0.396341,0.371479,0.386905,0.367647,0.956081,0.625,0,0.375,0.420455,0.389706,0.397727,0.375,0.397727,0.363584,0,0.625,0
0.465876,1,0,0,1,0,1,1,0,0,0.465876,0.441667,0.475,0.381993,0.408951,0.5,0.446429,0.4,0.419118,1,0,0,0.589286,0.708333,0.475,0.441667,0.411585,0.380282,0.505952,0.441176,0.422297,0.407878,0,0.5,0.465909,0.419118,0.435606,0.397727,0.435606,0.409247,0,0.6875,1
0.718066,1,0,0,1,1,0,1,0,0,0.718066,1,0.365,0.416958,1,0.75,0.403571,0.4,0.475,1,0,0,0.625,0.583333,1,1,0.381098,0.415493,0.375,0.404412,0.625,1,0,0.75,0.411364,0.389706,0.397727,0.397727,0.397727,0.452626,0,0.6875,1
0.431022,1,1,1,0,0,0,1,0,0,0.431022,0.508333,1,1,1,0.625,1,1,1,1,0,0,0.767857,0.666667,0.375,0.508333,1,1,1,1,1,1,0,0.625,1,1,1,1,1,1,0,0.6875,1
0.390146,1,0,0,1,0,1,1,0,0,0.390146,0.408333,0.36,0.343531,0.356173,0.5,0.367857,0.345,0.354412,0.5,0,0,0.446429,0.708333,0.425,0.408333,0.344512,0.341549,0.369048,0.356618,0.356757,0.354839,0,0.5,0.365909,0.354412,0.352273,0.347727,0.352273,0.359018,0,0.5,0
0.397628,0,1,1,1,0,0,0,1,0,0.397628,0.441667,0.4,0.381993,0.395062,0.375,0.392857,0.3625,0.352941,0.5,0,1,0.517857,0.291667,0.625,0.441667,0.411585,0.380282,0.416667,0.386029,0.452703,0.393921,0,0.375,0.397727,0.375,0.378788,0.363636,0.378788,0.357877,0,0.4375,0
0.350365,1,0,1,1,0,0,1,0,0,0.350365,0.341667,0.575,0.416958,0.359568,0.375,0.517857,0.45,0.404412,0.5,0,0,0.375,0.625,0.325,0.341667,0.472561,0.415493,0.625,0.514706,0.375,0.358251,0,0.375,0.556818,0.477941,0.511364,0.443182,0.511364,0.397831,0,0.4375,0
0.828832,1,1,0,0,0,1,0,1,0,0.828832,0.408333,1,1,1,0.375,1,1,1,1,0,0,0.517857,0.416667,0.525,0.408333,1,1,1,1,1,1,0,0.375,1,1,1,1,1,1,0,0.6875,1
0.37208,1,0,0,1,1,0,1,0,0,0.37208,0.408333,0.525,0.677448,0.60216,0.625,1,0.8225,1,0.625,0,0,0.446429,0.583333,0.375,0.408333,0.926829,0.677817,0.565476,1,0.610135,0.602047,0,0.625,1,0.916176,1,0.781818,1,1,0,0.5,0
1,1,0,0,0,1,1,0,1,0,1,1,0.405,0.854021,0.739198,1,0.403571,1,1,0.375,1,1,0.803571,0.333333,1,1,0.381098,0.855634,0.422619,0.404412,0.368243,0.739764,0,1,0.411364,0.389706,0.397727,1,0.397727,0.966324,0,0.6875,1
0.443248,1,1,0,0,1,0,0,1,0,0.443248,0.375,1,1,0.824691,0.375,1,1,0.888235,1,0,0,0.517857,0.458333,0.425,0.375,1,1,1,1,1,0.825682,0,0.375,1,1,1,1,1,0.773402,0,0.6875,1
0.390328,1,0,0,1,1,0,1,0,0,0.390328,0.358333,1,1,0.86821,0.375,1,1,1,0.625,0,0,0.446429,0.583333,0.375,0.358333,1,1,1,1,1,0.869417,0,0.375,1,1,1,1,1,1,0,0.5,0
0.799088,1,0,1,1,0,0,1,0,0,0.799088,0.591667,0.465,0.469406,0.514815,0.5,0.439286,0.525,0.489706,1,0,0,0.732143,0.625,0.925,0.591667,0.564024,0.46831,0.494048,0.433824,0.677027,0.514268,0,0.5,0.456818,0.566176,0.625,0.511364,0.625,0.464041,0,0.6875,1
0.37135,1,0,1,0,1,0,1,0,0,0.37135,0.375,0.375,0.347028,0.353395,0.375,0.375,0.35,0.345588,0.375,1,1,0.339286,0.541667,0.425,0.375,0.35061,0.34507,0.386905,0.367647,0.361486,0.352047,0,0.375,0.375,0.360294,0.359848,0.352273,0.359848,0.352169,0,0.375,0
0.524635,0,1,1,0,0,1,0,0,1,0.524635,1,0.35,1,1,0.375,0.375,0.35,0.345588,0.5,0,0,0.375,0,1,1,1,1,0.357143,0.349265,1,1,0,0.375,0.375,0.360294,0.359848,0.352273,0.359848,0.352169,0,0.4375,0
0.421168,1,0,1,1,0,0,1,0,0,0.421168,0.658333,0.415,0.373252,0.496296,0.375,0.428571,0.3875,0.367647,0.375,1,1,0.339286,0.625,1,0.658333,0.396341,0.371479,0.434524,0.397059,0.674324,0.495658,0,0.375,0.443182,0.404412,0.416667,0.386364,0.416667,0.369292,0,0.375,0
0.82354,1,0,1,0,1,0,1,0,0,0.82354,0.791667,0.345,0.381993,0.455556,0.5,0.410714,0.375,0.389706,1,0,0,0.625,0.541667,0.475,0.791667,0.411585,0.380282,0.35119,0.404412,0.402027,0.454715,0,0.5,0.420455,0.389706,0.397727,0.375,0.397727,0.386416,0,0.6875,1
0.362226,1,0,0,0,1,1,0,1,0,0.362226,0.358333,0.36,0.341783,0.348457,0.375,0.364286,0.3425,0.341176,0.375,1,1,0.339286,0.333333,0.375,0.358333,0.341463,0.339789,0.369048,0.356618,0.350676,0.347084,0,0.375,0.361364,0.351471,0.348485,0.345455,0.348485,0.348744,0,0.375,0
1,1,1,0,0,1,0,0,1,0,1,0.458333,0.65,1,0.726852,0.375,0.571429,0.4875,0.426471,0.375,1,1,0.339286,0.458333,0.675,0.458333,1,1,0.714286,0.569853,1,0.727357,0,0.375,0.625,0.522059,0.568182,0.477273,0.568182,0.414954,0,0.375,0
0.40365,1,0,1,1,0,0,1,0,0,0.40365,0.658333,0.4,0.451923,0.474074,0.5,0.392857,0.3625,0.375,0.375,1,1,0.375,0.625,0.625,0.658333,0.365854,0.450704,0.416667,0.386029,0.402027,0.473325,0,0.5,0.397727,0.375,0.378788,0.363636,0.378788,0.375,0,0.375,0
0.563321,1,0,0,1,1,0,1,0,0,0.563321,0.358333,0.45,0.373252,0.359568,0.375,0.428571,0.3875,0.367647,0.5,0,0,0.589286,0.583333,0.375,0.358333,0.396341,0.371479,0.47619,0.422794,0.375,0.358251,0,0.375,0.443182,0.404412,0.416667,0.386364,0.416667,0.369292,0,0.5,0
0.538139,1,1,0,1,0,0,1,0,0,0.538139,0.375,1,1,0.930556,0.375,1,1,1,1,0,0,0.482143,0.5,0.425,0.375,1,1,1,1,1,0.932072,0,0.375,1,1,1,1,1,1,0,0.6875,1
0.510584,0,1,0,0,1,1,0,0,1,0.510584,0.558333,0.4,0.486888,0.530864,1,0.392857,0.55,0.823529,1,0,0,1,0.166667,0.325,0.558333,0.365854,0.485915,0.416667,0.386029,0.351351,0.530397,0,1,0.397727,0.375,0.378788,0.534091,0.378788,0.723174,0,0.6875,1
0.388686,1,1,0,0,0,1,0,1,0,0.388686,0.425,0.425,0.369755,0.375926,0.375,0.410714,0.375,0.360294,0.375,1,1,0.339286,0.416667,0.575,0.425,0.390244,0.367958,0.446429,0.404412,0.410811,0.37469,0,0.375,0.420455,0.389706,0.397727,0.375,0.397727,0.363584,0,0.375,0
0.460949,1,0,1,0,1,0,1,0,0,0.460949,0.408333,0.325,0.416958,0.390432,0.375,0.517857,0.45,0.404412,1,0,0,0.482143,0.541667,0.525,0.408333,0.472561,0.415493,0.327381,0.330882,0.442568,0.389268,0,0.375,0.556818,0.477941,0.511364,0.443182,0.511364,0.397831,0,0.6875,1
0.531752,0,1,1,1,0,0,0,1,0,0.531752,0.375,0.35,0.373252,0.358025,0.625,0.357143,0.3875,0.397059,1,0,0,0.910714,0.291667,0.325,0.375,0.365854,0.371479,0.357143,0.386029,0.351351,0.3567,0,0.625,0.352273,0.375,0.378788,0.386364,0.378788,0.392123,0,0.6875,1
0.405474,1,1,0,1,0,0,1,0,0,0.405474,0.575,0.35,0.341783,0.374691,0.375,0.357143,0.3375,0.338235,0.375,1,1,0.339286,0.5,1,0.575,0.341463,0.339789,0.357143,0.349265,0.408108,0.373449,0,0.375,0.352273,0.345588,0.340909,0.340909,0.340909,0.346461,0,0.375,0
0.352737,1,1,0,0,0,1,0,1,0,0.352737,0.375,0.375,0.347028,0.353395,0.375,0.375,0.35,0.345588,0.625,0,0,0.375,0.416667,0.425,0.375,0.35061,0.34507,0.386905,0.367647,0.361486,0.352047,0,0.375,0.375,0.360294,0.359848,0.352273,0.359848,0.352169,0,0.5,0
0.491606,1,1,1,0,0,0,1,0,0,0.491606,0.491667,0.36,0.381993,0.410494,0.625,0.392857,0.4,0.426471,0.375,0,0,0.517857,0.666667,0.475,0.491667,0.411585,0.380282,0.369048,0.441176,0.422297,0.409429,0,0.625,0.397727,0.419118,0.435606,0.397727,0.435606,0.414954,0,0.5,1
0.441788,0,1,1,1,0,0,0,1,0,0.441788,0.425,1,1,1,0.375,1,1,1,1,0,0,0.446429,0.291667,0.575,0.425,1,1,1,1,1,1,0,0.375,1,1,1,1,1,1,0,0.6875,1
0.563869,1,1,1,0,0,0,1,0,0,0.563869,0.475,0.425,0.434441,0.441358,0.625,0.410714,0.475,0.485294,1,0,0,0.696429,0.666667,0.425,0.475,0.503049,0.433099,0.446429,0.551471,0.462838,0.440447,0,0.625,0.420455,0.507353,0.549242,0.465909,0.549242,0.460616,0,0.6875,1
0.400182,1,1,1,0,0,0,1,0,0,0.400182,0.358333,0.45,0.373252,0.359568,0.375,0.428571,0.3875,0.367647,0.375,0,0,0.482143,0.666667,0.375,0.358333,0.396341,0.371479,0.47619,0.422794,0.375,0.358251,0,0.375,0.443182,0.404412,0.416667,0.386364,0.416667,0.369292,0,0.5,0
0.491971,1,0,0,0,1,1,0,1,0,0.491971,0.441667,1,1,0.652778,0.375,1,1,1,1,0,0,0.696429,0.333333,0.625,0.441667,1,1,1,1,1,0.652916,0,0.375,1,1,1,1,1,0.91153,0,0.6875,1
0.919343,1,1,0,0,1,0,0,1,0,0.919343,0.458333,0.4,0.539336,0.483025,0.375,0.767857,0.625,0.507353,0.375,1,1,0.339286,0.458333,0.675,0.458333,0.685976,0.538732,0.416667,0.386029,0.64527,0.48232,0,0.375,0.875,0.683824,0.776515,0.602273,0.776515,0.47774,0,0.375,0
0.482117,1,1,0,1,0,0,1,0,0,0.482117,0.475,0.425,0.390734,0.429012,0.375,0.446429,0.4,0.375,0.625,0,0,0.410714,0.5,0.725,0.475,0.426829,0.389085,0.446429,0.404412,0.527027,0.42804,0,0.375,0.465909,0.419118,0.435606,0.397727,0.435606,0.375,0,0.5,0
0.630839,1,1,0,0,1,0,0,1,0,0.630839,1,0.35,0.390734,0.598765,0.75,0.375,0.4,0.442647,0.875,0,0,0.553571,0.458333,1,1,0.426829,0.389085,0.357143,0.352941,0.67973,0.598635,0,0.75,0.375,0.419118,0.435606,0.397727,0.435606,0.427511,0,0.625,0
0.355474,1,0,0,0,1,1,0,1,0,0.355474,0.375,0.575,0.416958,0.390432,0.375,0.517857,0.45,0.404412,0.375,1,1,0.339286,0.333333,0.425,0.375,0.472561,0.415493,0.625,0.514706,0.442568,0.389268,0,0.375,0.556818,0.477941,0.511364,0.443182,0.511364,0.397831,0,0.375,0
0.395255,1,1,0,0,1,0,0,1,0,0.395255,0.508333,0.575,1,1,0.375,0.875,0.7,0.551471,1,0,0,0.446429,0.458333,0.825,0.508333,1,1,0.625,0.514706,1,1,0,0.375,1,0.772059,0.890152,0.670455,0.890152,0.511986,0,0.6875,1
0.541788,1,1,0,0,1,0,0,1,0,0.541788,0.691667,0.51,0.416958,0.665432,0.5,0.517857,0.45,0.477941,0.375,0,0,0.660714,0.458333,0.675,0.691667,0.472561,0.415493,0.547619,0.466912,0.585135,0.665633,0,0.5,0.556818,0.477941,0.511364,0.443182,0.511364,0.454909,0,0.5,1
0.657117,1,0,1,0,1,0,1,0,0,0.657117,0.358333,1,0.591783,0.436728,0.375,0.875,0.7,0.551471,1,0,0,0.553571,0.541667,0.375,0.358333,0.777439,0.591549,1,0.882353,0.543919,0.435794,0,0.375,1,0.772059,0.890152,0.670455,0.890152,0.511986,0,0.6875,1
0.712774,1,0,0,1,0,1,1,0,0,0.712774,0.475,1,1,1,0.5,1,1,1,1,0,0,0.839286,0.708333,0.575,0.475,1,1,1,1,1,1,0,0.5,1,1,1,1,1,1,0,0.6875,1
0.493613,1,1,0,1,0,0,1,0,0,0.493613,0.608333,0.425,0.381993,0.469136,0.5,0.446429,0.4,0.419118,0.5,0,0,0.410714,0.5,0.425,0.608333,0.411585,0.380282,0.446429,0.441176,0.402027,0.468362,0,0.5,0.465909,0.419118,0.435606,0.397727,0.435606,0.409247,0,0.4375,0
0.645985,0,1,0,0,1,1,0,0,1,0.645985,0.608333,0.415,0.434441,0.423765,0.5,0.403571,0.475,0.445588,0.625,0,0,0.517857,0.166667,0.575,0.608333,0.503049,0.433099,0.434524,0.551471,0.503378,0.422767,0,0.5,0.411364,0.507353,0.549242,0.465909,0.549242,0.429795,0,0.5,0
0.497993,1,0,1,0,1,0,1,0,0,0.497993,0.408333,1,0.609266,0.492284,0.375,0.910714,0.725,0.566176,0.375,0,0,0.589286,0.541667,0.525,0.408333,0.807927,0.609155,1,0.919118,0.665541,0.491625,0,0.375,1,0.801471,0.92803,0.693182,0.92803,0.523402,0,0.5,1
0.884307,0,1,1,0,1,0,0,1,0,0.884307,1,0.375,0.539336,0.986728,1,0.375,0.625,0.970588,0.375,0,0,1,0.25,0.425,1,0.503049,0.538732,0.386905,0.551471,0.462838,0.988524,0,1,0.375,0.507353,0.549242,0.602273,0.549242,0.837329,0,0.625,1
0.352007,1,1,0,0,1,0,0,1,0,0.352007,0.358333,0.575,0.416958,0.375,0.375,0.517857,0.45,0.404412,0.5,0,0,0.375,0.458333,0.375,0.358333,0.472561,0.415493,0.625,0.514706,0.408784,0.373759,0,0.375,0.556818,0.477941,0.511364,0.443182,0.511364,0.397831,0,0.4375,0
0.351642,1,0,0,0,1,1,0,1,0,0.351642,0.341667,0.575,0.416958,0.359568,0.375,0.517857,0.45,0.404412,0.5,0,0,0.375,0.333333,0.325,0.341667,0.472561,0.415493,0.625,0.514706,0.375,0.358251,0,0.375,0.556818,0.477941,0.511364,0.443182,0.511364,0.397831,0,0.4375,0
1,1,1,0,0,0,1,0,1,0,1,0.858333,0.34,0.36451,0.429012,1,0.353571,0.375,0.438235,0.375,0,0,0.946429,0.416667,0.525,0.858333,0.347561,0.362676,0.345238,0.341912,0.367568,0.42804,0,1,0.347727,0.357353,0.356061,0.375,0.356061,0.424087,0,0.625,1
0.455657,1,1,1,0,0,0,1,0,0,0.455657,0.391667,0.385,0.390734,0.380247,0.25,0.339286,0.325,0.330882,0.75,0,1,0.339286,0.666667,0.475,0.391667,0.426829,0.389085,0.39881,0.375,0.42027,0.379032,0,0.25,0.329545,0.330882,0.32197,0.329545,0.32197,0.340753,0,0.5625,0
1,1,0,1,1,0,0,1,0,0,1,0.841667,1,1,1,0.5,1,1,1,0.5,0,0,0.553571,0.625,1,0.841667,1,1,1,1,1,1,0,0.5,1,1,1,1,1,1,0,0.4375,0
0.375365,1,0,0,0,1,1,0,1,0,0.375365,0.375,1,1,0.590432,0.375,1,1,0.917647,0.625,0,0,0.375,0.333333,0.425,0.375,1,1,1,1,0.880405,0.590261,0,0.375,1,1,1,1,1,0.796233,0,0.5,0
0.529745,1,1,0,0,1,0,0,1,0,0.529745,0.425,0.34,0.504371,0.442593,0.375,0.625,0.525,0.448529,0.375,0,0,0.446429,0.458333,0.575,0.425,0.625,0.503521,0.345238,0.341912,0.556757,0.441687,0,0.375,0.693182,0.566176,0.625,0.511364,0.625,0.432078,0,0.625,1
0.431934,1,1,1,0,0,0,1,0,0,0.431934,0.591667,0.35,0.361014,0.404012,0.5,0.4,0.37,0.382353,0.375,1,1,0.375,0.666667,0.675,0.591667,0.375,0.359155,0.357143,0.349265,0.393919,0.402916,0,0.5,0.406818,0.383824,0.390152,0.370455,0.390152,0.380708,0,0.375,0
1,1,1,0,0,1,0,0,1,0,1,1,0.345,0.399476,0.517901,1,0.353571,0.4,0.519118,1,0,0,0.875,0.458333,0.775,1,0.442073,0.397887,0.35119,0.345588,0.393919,0.51737,0,1,0.347727,0.342647,0.337121,0.397727,0.337121,0.486872,0,0.6875,1
0.683942,1,1,0,0,0,1,0,1,0,0.683942,0.408333,1,1,0.853395,0.375,1,1,0.845588,0.375,1,1,0.339286,0.416667,0.525,0.408333,1,1,1,1,1,0.854529,0,0.375,1,1,1,1,1,0.740297,0,0.375,0
0.387774,0,1,1,1,0,0,0,1,0,0.387774,0.491667,0.395,0.373252,0.380247,0.5,0.389286,0.3875,0.388235,0.375,1,1,0.375,0.291667,0.625,0.491667,0.396341,0.371479,0.410714,0.422794,0.391892,0.379032,0,0.5,0.393182,0.404412,0.416667,0.386364,0.416667,0.385274,0,0.375,0
0.356752,1,0,0,1,0,1,1,0,0,0.356752,0.358333,1,1,0.713889,0.375,1,1,1,0.375,1,1,0.339286,0.708333,0.375,0.358333,1,1,1,1,1,0.71433,0,0.375,1,1,1,1,1,1,0,0.375,0
0.35365,1,0,0,1,1,0,1,0,0,0.35365,0.391667,0.345,0.434441,0.385494,0.75,0.353571,0.475,0.527941,0.5,0,1,0.482143,0.583333,0.325,0.391667,0.472561,0.433099,0.35119,0.514706,0.375,0.384305,0,0.75,0.347727,0.477941,0.511364,0.465909,0.511364,0.493721,0,0.4375,0
0.390876,0,1,1,0,0,1,0,0,1,0.390876,0.391667,0.675,1,0.695988,0.5,0.589286,1,1,0.5,0,0,0.446429,0,0.375,0.391667,1,1,0.744048,1,1,0.69634,0,0.5,0.647727,1,1,1,1,0.991438,0,0.5,0
0.628832,1,0,1,0,0,1,0,1,0,0.628832,1,0.36,0.381993,0.717901,0.875,0.364286,0.365,0.410294,0.375,1,1,0.482143,0.375,1,1,0.405488,0.380282,0.369048,0.356618,0.571622,0.718362,0,0.875,0.361364,0.366176,0.367424,0.365909,0.367424,0.402397,0,0.375,0
0.908029,0,1,1,1,0,0,0,1,0,0.908029,0.408333,0.425,0.36451,0.375,0.625,0.410714,0.375,0.419118,0.625,0,0,1,0.291667,0.375,0.408333,0.381098,0.362676,0.446429,0.404412,0.368243,0.373759,0,0.625,0.420455,0.389706,0.397727,0.375,0.397727,0.409247,0,0.5,0
0.386314,1,1,0,1,0,0,1,0,0,0.386314,0.375,0.475,0.381993,0.362654,0.375,0.446429,0.4,0.375,0.875,0,0,0.482143,0.5,0.425,0.375,0.411585,0.380282,0.505952,0.441176,0.381757,0.361352,0,0.375,0.465909,0.419118,0.435606,0.397727,0.435606,0.375,0,0.625,0
0.442336,1,0,1,0,0,1,0,1,0,0.442336,0.408333,0.97,1,1,0.5,0.8,1,1,0.5,0,1,0.410714,0.375,0.425,0.408333,1,1,1,1,1,1,0,0.5,0.915909,1,1,1,1,1,0,0.4375,0
0.366788,1,0,0,1,1,0,1,0,0,0.366788,0.425,0.525,0.434441,0.436728,0.5,0.482143,0.475,0.477941,0.375,1,1,0.375,0.583333,0.425,0.425,0.442073,0.433099,0.565476,0.477941,0.422297,0.435794,0,0.5,0.511364,0.448529,0.473485,0.465909,0.473485,0.454909,0,0.375,0
0.405839,1,0,1,0,0,1,0,1,0,0.405839,0.408333,0.475,0.416958,0.402778,0.5,0.446429,0.45,0.448529,0.375,0,0,0.517857,0.375,0.375,0.408333,0.411585,0.415493,0.505952,0.441176,0.381757,0.401675,0,0.5,0.465909,0.419118,0.435606,0.443182,0.435606,0.432078,0,0.5,1
0.940693,1,1,0,0,0,1,0,1,0,0.940693,0.908333,0.39,0.451923,0.557099,0.5,0.403571,0.3875,0.394118,1,0,0,0.517857,0.416667,0.725,0.908333,0.442073,0.450704,0.404762,0.404412,0.486486,0.556762,0,0.5,0.411364,0.404412,0.416667,0.386364,0.416667,0.38984,0,0.6875,1
0.488504,1,0,1,0,1,0,1,0,0,0.488504,0.508333,0.4,0.381993,0.414815,0.5,0.403571,0.375,0.386765,0.375,0,0,0.553571,0.541667,0.575,0.508333,0.381098,0.380282,0.416667,0.386029,0.414865,0.413772,0,0.5,0.411364,0.383824,0.390152,0.375,0.390152,0.384132,0,0.625,1
0.455474,1,1,0,1,0,0,1,0,0,0.455474,0.425,0.51,1,0.80216,0.5,0.471429,1,1,1,0,0,0.839286,0.5,0.375,0.425,1,1,0.547619,1,0.976351,0.80304,0,0.5,0.497727,1,1,1,1,0.919521,0,0.6875,1
0.349635,0,1,0,0,1,1,0,0,1,0.349635,0.341667,1,0.625,0.396296,0.375,0.942857,0.7475,0.579412,0.375,1,1,0.410714,0.166667,0.325,0.375,0.835366,0.625,0.922619,0.952206,0.455405,0.466501,0,0.625,0.784091,0.827941,0.962121,0.713636,0.962121,0.796233,0,0.375,0
0.403467,1,1,1,0,0,0,1,0,0,0.403467,0.508333,0.385,0.381993,0.411111,0.375,0.410714,0.375,0.360294,0.625,0,0,0.375,0.666667,0.775,0.508333,0.411585,0.380282,0.39881,0.375,0.479054,0.41005,0,0.375,0.420455,0.389706,0.397727,0.375,0.397727,0.363584,0,0.5,0
0.569708,1,0,1,1,0,0,1,0,0,0.569708,0.691667,0.415,0.556818,0.690741,1,0.403571,0.65,0.825,1,0,0,0.732143,0.625,0.375,0.691667,0.396341,0.556338,0.434524,0.422794,0.375,0.691067,0,1,0.411364,0.404412,0.416667,0.625,0.416667,0.724315,0,0.6875,1
0.412044,0,0,1,1,1,0,0,0,1,0.412044,0.375,1,1,1,0.375,1,1,1,0.375,1,1,0.339286,0.125,0.425,0.375,1,1,1,1,1,1,0,0.375,1,1,1,1,1,1,0,0.375,0
0.42646,1,0,0,0,1,1,0,1,0,0.42646,0.425,0.375,0.355769,0.361111,0.875,0.375,0.3625,0.411765,0.5,0,1,0.839286,0.333333,0.375,0.425,0.365854,0.353873,0.386905,0.386029,0.351351,0.359801,0,0.875,0.375,0.375,0.378788,0.363636,0.378788,0.403539,0,0.4375,0
0.366788,1,0,1,0,0,1,0,1,0,0.366788,0.408333,0.475,0.381993,0.390432,0.875,0.446429,0.4,0.551471,0.375,1,1,0.482143,0.375,0.325,0.408333,0.411585,0.380282,0.505952,0.441176,0.361486,0.389268,0,0.875,0.465909,0.419118,0.435606,0.397727,0.435606,0.511986,0,0.375,0
0.369708,1,0,1,0,1,0,1,0,0,0.369708,0.358333,0.375,0.347028,0.350309,0.375,0.375,0.35,0.345588,0.375,0,0,0.446429,0.541667,0.375,0.358333,0.35061,0.34507,0.386905,0.367647,0.35473,0.348945,0,0.375,0.375,0.360294,0.359848,0.352273,0.359848,0.352169,0,0.625,1
0.435766,1,1,1,0,0,0,1,0,0,0.435766,0.508333,1,1,1,0.5,1,1,1,0.5,0,0,0.446429,0.666667,0.675,0.508333,1,1,1,1,1,1,0,0.5,1,1,1,1,1,1,0,0.5,0
